hash_doc,gemma2-9b-it,llama3-70b-8192,llama3-8b-8192,mixtral-8x7b-32768
c0c3c8f9a126,0.8553390502929688,0.8421328067779541,0.8509036302566528,0.8532218933105469
993882f469d5,0.8327644467353821,0.8546122312545776,0.8253608345985413,0.8717484474182129
495c0669e40f,0.8634940385818481,0.8734903335571289,0.8269394636154175,0.833496630191803
eae6aee17c33,0.8898468613624573,0.9330000877380371,0.8860396146774292,0.9032982587814331
4147acd1d35e,0.7683579325675964,0.874550461769104,0.865358829498291,0.7937794923782349
7bff295c8576,0.8442949652671814,0.8896095752716064,0.8504317998886108,0.7886204719543457
12e82fb430da,0.7486251592636108,0.753626823425293,0.7876173257827759,0.7905696630477905
3deba32bd8aa,0.8624104261398315,0.7896798849105835,0.8551183342933655,0.7743258476257324
cd1e07d9e100,0.8432554006576538,0.8570818901062012,0.9081017374992371,0.9205376505851746
209ba1e69523,0.7807462215423584,0.9062846899032593,0.9001874923706055,0.8728663325309753
f7626330f3e5,0.8836585283279419,0.8474291563034058,0.8464993238449097,0.8314404487609863
e7b63f45fa00,0.7605864405632019,0.857190728187561,0.8550049066543579,0.8266565799713135
ef46afa2cbff,0.8948686122894287,0.9233254194259644,0.8730559349060059,0.8778242468833923
ad725cbfbd61,0.8506748676300049,0.8527185320854187,0.8277628421783447,0.8664219379425049
9c1a4bd0d170,0.8161311149597168,0.910800576210022,0.8481978178024292,0.8875231742858887
a9c11a998bb3,0.9054892659187317,0.8641842603683472,0.9006104469299316,0.8538437485694885
eb470412c568,0.800818920135498,0.8276240229606628,0.7977360486984253,0.8190690279006958
111b3d97c6d0,0.79469895362854,0.8037115931510925,0.8243380188941956,0.837291955947876
4533c83d76cb,0.880249559879303,0.8499869108200073,0.8561385869979858,0.786023736000061
73be31546d86,0.7706972360610962,0.8622722029685974,0.7612784504890442,0.8166938424110413
3ef7785fdbfe,0.8521260023117065,0.8676596879959106,-0.043965719640254974,0.8109972476959229
9d0467ce31fd,0.7709658145904541,0.8419103622436523,0.8201863765716553,0.793858528137207
648ab715b158,0.8869051933288574,0.844968318939209,0.9106134176254272,0.888474702835083
7b4d2183f0a2,0.863498330116272,0.8864351511001587,0.8288027048110962,0.8807464838027954
37eaa6830526,0.7708448171615601,0.7522832751274109,0.8186708688735962,0.7381494045257568
e390b0bb0934,0.752051591873169,0.7996364235877991,0.839702844619751,0.8038338422775269
e0c1f9d72c4c,0.8063151836395264,0.895514965057373,0.8422325849533081,0.8438465595245361
92821d01d456,0.8129106760025024,0.855859637260437,0.8656742572784424,0.8622944951057434
1f19c117f6eb,0.807151198387146,0.8406600952148438,0.801661491394043,0.8077353835105896
4c0c0035fea2,0.8945311307907104,0.931320071220398,0.9066056609153748,0.8659468293190002
d0580ea0d867,0.7539691925048828,0.8494302034378052,0.7317125797271729,0.8312708139419556
a61154c86920,0.7750389575958252,0.7894690036773682,0.8189624547958374,0.7838983535766602
a0dc100358f9,0.9186698198318481,0.9494374990463257,0.8909207582473755,0.9481104612350464
2760d6620102,0.845479428768158,0.836145281791687,0.8033019304275513,0.8393394947052002
b87fc053adb3,0.861537754535675,0.8406184911727905,0.8867021799087524,0.8730409145355225
6cea7a112bc0,0.8098000884056091,0.8585178852081299,0.7781103849411011,0.8266565203666687
6150689aecd0,0.8203353881835938,0.8029669523239136,0.847958505153656,0.745363175868988
14771a3a668b,0.7639731168746948,0.8241536617279053,0.840112566947937,0.8062555193901062
4cf7be7f6166,0.8618159294128418,0.8561615347862244,0.8279498815536499,0.8731316924095154
e4b3ebf837d6,0.8199466466903687,0.9191875457763672,0.8004392385482788,0.8709787726402283
2ef9139721e2,0.8937690258026123,0.892102837562561,0.8436450958251953,0.8380885124206543
af8c32d02618,0.9141217470169067,0.8724861145019531,0.8474538922309875,0.8637970685958862
3b45baf15ccf,0.8829140663146973,0.8684550523757935,0.8749141097068787,0.858826756477356
